id,self_employment_type,branch,background,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
17953,1st_category_group,Manufacturing,Western,Male,2012,2.6,41.8,35.2
17954,1st_category_group,Manufacturing,Western,Male,2013,2.6,40.3,34.9
17955,1st_category_group,Manufacturing,Western,Male,2014,2.7,42.2,37.8
17956,1st_category_group,Manufacturing,Western,Male,2015,2.8,43.6,38.6
17957,1st_category_group,Manufacturing,Western,Male,2016,2.9,45.8,40.3
17958,1st_category_group,Manufacturing,Western,Male,2017,3.0,45.7,40.6
17959,1st_category_group,Manufacturing,Western,Male,2018,3.2,46.9,42.6
17960,1st_category_group,Manufacturing,Western,Male,2019,3.5,47.6,43.1
17961,1st_category_group,Manufacturing,Western,Male,2020,3.6,46.4,41.3
17966,1st_category_group,Manufacturing,Western,Female,2011,0.9,22.5,16.0
17967,1st_category_group,Manufacturing,Western,Female,2012,1.0,22.0,15.9
17968,1st_category_group,Manufacturing,Western,Female,2013,1.0,20.7,14.1
17969,1st_category_group,Manufacturing,Western,Female,2014,1.0,21.5,14.4
17970,1st_category_group,Manufacturing,Western,Female,2015,1.0,22.1,14.9
17971,1st_category_group,Manufacturing,Western,Female,2016,1.0,23.0,15.1
17972,1st_category_group,Manufacturing,Western,Female,2017,1.1,22.8,15.3
17973,1st_category_group,Manufacturing,Western,Female,2018,1.1,23.8,16.0
17974,1st_category_group,Manufacturing,Western,Female,2019,1.1,23.5,16.6
17994,1st_category_group,Manufacturing,Non-western,Male,2011,1.6,35.1,30.1
17995,1st_category_group,Manufacturing,Non-western,Male,2012,1.7,35.6,30.4
17996,1st_category_group,Manufacturing,Non-western,Male,2013,1.7,35.2,29.2
17997,1st_category_group,Manufacturing,Non-western,Male,2014,1.9,36.9,30.9
17998,1st_category_group,Manufacturing,Non-western,Male,2015,2.0,37.8,32.5
17999,1st_category_group,Manufacturing,Non-western,Male,2016,2.1,40.2,34.0
18000,1st_category_group,Manufacturing,Non-western,Male,2017,2.3,40.4,35.2
18001,1st_category_group,Manufacturing,Non-western,Male,2018,2.5,42.7,37.5
18002,1st_category_group,Manufacturing,Non-western,Male,2019,3.0,43.2,38.1
18003,1st_category_group,Manufacturing,Non-western,Male,2020,3.0,44.2,38.5
18008,1st_category_group,Manufacturing,Non-western,Female,2011,0.4,17.7,13.7
18009,1st_category_group,Manufacturing,Non-western,Female,2012,0.5,17.5,12.9
18010,1st_category_group,Manufacturing,Non-western,Female,2013,0.5,16.2,11.0
18011,1st_category_group,Manufacturing,Non-western,Female,2014,0.5,18.7,13.0
18012,1st_category_group,Manufacturing,Non-western,Female,2015,0.5,18.9,12.4
18013,1st_category_group,Manufacturing,Non-western,Female,2016,0.6,19.7,12.8
18014,1st_category_group,Manufacturing,Non-western,Female,2017,0.6,20.7,12.6
18015,1st_category_group,Manufacturing,Non-western,Female,2018,0.6,21.4,13.8
18016,1st_category_group,Manufacturing,Non-western,Female,2019,0.7,21.8,14.6
19506,1st_category_group,Energy supply,Netherlands,Male,2011,0.2,89.1,62.9
19507,1st_category_group,Energy supply,Netherlands,Male,2012,0.3,78.4,59.3
19508,1st_category_group,Energy supply,Netherlands,Male,2013,0.3,79.4,60.6
19509,1st_category_group,Energy supply,Netherlands,Male,2014,0.3,78.4,65.8
19510,1st_category_group,Energy supply,Netherlands,Male,2015,0.3,80.7,62.1
19511,1st_category_group,Energy supply,Netherlands,Male,2016,0.2,71.9,47.2
19512,1st_category_group,Energy supply,Netherlands,Male,2017,0.2,66.2,46.2
19513,1st_category_group,Energy supply,Netherlands,Male,2018,0.3,66.7,52.2
19514,1st_category_group,Energy supply,Netherlands,Male,2019,0.4,77.4,58.8
19523,1st_category_group,Energy supply,Netherlands,Female,2014,0.1,38.4,28.1
19524,1st_category_group,Energy supply,Netherlands,Female,2015,0.1,34.6,22.1
19528,1st_category_group,Energy supply,Netherlands,Female,2019,0.2,31.1,18.0
21102,1st_category_group,Water supply and waste management,Netherlands,Male,2011,0.5,65.5,55.2
21103,1st_category_group,Water supply and waste management,Netherlands,Male,2012,0.5,63.6,52.9
21104,1st_category_group,Water supply and waste management,Netherlands,Male,2013,0.5,62.2,50.4
21105,1st_category_group,Water supply and waste management,Netherlands,Male,2014,0.6,63.9,50.9
21106,1st_category_group,Water supply and waste management,Netherlands,Male,2015,0.6,59.8,49.4
21107,1st_category_group,Water supply and waste management,Netherlands,Male,2016,0.6,59.5,48.6
21108,1st_category_group,Water supply and waste management,Netherlands,Male,2017,0.6,60.5,48.1
21109,1st_category_group,Water supply and waste management,Netherlands,Male,2018,0.7,63.0,52.5
21110,1st_category_group,Water supply and waste management,Netherlands,Male,2019,0.6,60.5,49.7
21117,1st_category_group,Water supply and waste management,Netherlands,Female,2012,0.1,33.3,26.5
21118,1st_category_group,Water supply and waste management,Netherlands,Female,2013,0.1,32.7,28.3
21119,1st_category_group,Water supply and waste management,Netherlands,Female,2014,0.1,32.4,26.1
21120,1st_category_group,Water supply and waste management,Netherlands,Female,2015,0.1,35.3,28.8
21123,1st_category_group,Water supply and waste management,Netherlands,Female,2018,0.1,33.6,25.1
21190,1st_category_group,Water supply and waste management,Non-western,Male,2015,0.1,37.0,35.8
21191,1st_category_group,Water supply and waste management,Non-western,Male,2016,0.1,85.5,37.2
21192,1st_category_group,Water supply and waste management,Non-western,Male,2017,0.2,40.8,39.3
21193,1st_category_group,Water supply and waste management,Non-western,Male,2018,0.2,44.1,40.2
21194,1st_category_group,Water supply and waste management,Non-western,Male,2019,0.3,39.9,38.3
22698,1st_category_group,Construction,Netherlands,Male,2011,97.2,41.1,38.4
22699,1st_category_group,Construction,Netherlands,Male,2012,97.3,37.9,35.0
22700,1st_category_group,Construction,Netherlands,Male,2013,97.1,38.0,35.0
22701,1st_category_group,Construction,Netherlands,Male,2014,99.9,39.6,36.7
22702,1st_category_group,Construction,Netherlands,Male,2015,103.5,41.3,38.2
22703,1st_category_group,Construction,Netherlands,Male,2016,105.9,42.8,39.7
22704,1st_category_group,Construction,Netherlands,Male,2017,107.5,45.1,41.4
22705,1st_category_group,Construction,Netherlands,Male,2018,112.2,48.1,44.2
22706,1st_category_group,Construction,Netherlands,Male,2019,117.6,49.1,45.0
22707,1st_category_group,Construction,Netherlands,Male,2020,119.8,49.9,45.4
22712,1st_category_group,Construction,Netherlands,Female,2011,12.0,19.7,14.9
22713,1st_category_group,Construction,Netherlands,Female,2012,11.3,18.6,13.9
22714,1st_category_group,Construction,Netherlands,Female,2013,10.9,18.8,14.0
22715,1st_category_group,Construction,Netherlands,Female,2014,10.8,19.4,14.5
22716,1st_category_group,Construction,Netherlands,Female,2015,10.9,20.0,14.6
22717,1st_category_group,Construction,Netherlands,Female,2016,10.9,20.5,15.0
22718,1st_category_group,Construction,Netherlands,Female,2017,11.0,21.6,15.7
22719,1st_category_group,Construction,Netherlands,Female,2018,11.3,23.0,16.9
22720,1st_category_group,Construction,Netherlands,Female,2019,11.3,24.0,17.5
22721,1st_category_group,Construction,Netherlands,Female,2020,11.2,25.2,18.0
22740,1st_category_group,Construction,Western,Male,2011,11.8,29.8,26.3
22741,1st_category_group,Construction,Western,Male,2012,12.5,27.0,23.4
22742,1st_category_group,Construction,Western,Male,2013,12.6,27.4,23.7
22743,1st_category_group,Construction,Western,Male,2014,13.2,29.2,25.5
22744,1st_category_group,Construction,Western,Male,2015,14.4,30.6,27.1
22745,1st_category_group,Construction,Western,Male,2016,15.4,32.0,28.8
22746,1st_category_group,Construction,Western,Male,2017,17.0,34.4,31.2
22747,1st_category_group,Construction,Western,Male,2018,19.9,37.1,33.8
22748,1st_category_group,Construction,Western,Male,2019,24.0,38.4,35.2
22749,1st_category_group,Construction,Western,Male,2020,27.0,38.2,34.2
22754,1st_category_group,Construction,Western,Female,2011,1.0,18.0,13.6
22755,1st_category_group,Construction,Western,Female,2012,1.0,16.8,12.5
22756,1st_category_group,Construction,Western,Female,2013,1.1,16.4,12.0
22757,1st_category_group,Construction,Western,Female,2014,1.1,17.3,13.0
22758,1st_category_group,Construction,Western,Female,2015,1.2,18.5,14.7
22759,1st_category_group,Construction,Western,Female,2016,1.3,19.8,15.0
22760,1st_category_group,Construction,Western,Female,2017,1.4,21.2,16.0
22761,1st_category_group,Construction,Western,Female,2018,1.6,22.2,16.8
22762,1st_category_group,Construction,Western,Female,2019,1.9,23.3,17.8
22782,1st_category_group,Construction,Non-western,Male,2011,5.7,33.0,30.6
22783,1st_category_group,Construction,Non-western,Male,2012,6.2,30.2,27.4
22784,1st_category_group,Construction,Non-western,Male,2013,6.3,29.3,26.5
22785,1st_category_group,Construction,Non-western,Male,2014,6.6,31.0,28.4
22786,1st_category_group,Construction,Non-western,Male,2015,7.2,33.4,30.9
22787,1st_category_group,Construction,Non-western,Male,2016,8.1,35.2,33.1
22788,1st_category_group,Construction,Non-western,Male,2017,9.4,37.6,35.0
22789,1st_category_group,Construction,Non-western,Male,2018,11.8,40.2,36.8
22790,1st_category_group,Construction,Non-western,Male,2019,14.9,41.0,37.6
22791,1st_category_group,Construction,Non-western,Male,2020,16.9,40.3,36.9
22796,1st_category_group,Construction,Non-western,Female,2011,0.4,15.9,10.3
22797,1st_category_group,Construction,Non-western,Female,2012,0.4,14.8,10.3
22798,1st_category_group,Construction,Non-western,Female,2013,0.4,13.9,10.0
22799,1st_category_group,Construction,Non-western,Female,2014,0.4,16.4,12.0
22800,1st_category_group,Construction,Non-western,Female,2015,0.5,16.3,12.1
22801,1st_category_group,Construction,Non-western,Female,2016,0.5,17.1,12.6
22802,1st_category_group,Construction,Non-western,Female,2017,0.6,19.6,15.0
22803,1st_category_group,Construction,Non-western,Female,2018,0.8,21.0,15.0
22804,1st_category_group,Construction,Non-western,Female,2019,1.0,21.0,15.0
24294,1st_category_group,Wholesale and retail trade,Netherlands,Male,2011,93.9,42.3,35.9
24295,1st_category_group,Wholesale and retail trade,Netherlands,Male,2012,92.5,40.7,34.3
24296,1st_category_group,Wholesale and retail trade,Netherlands,Male,2013,90.8,40.5,33.7
24297,1st_category_group,Wholesale and retail trade,Netherlands,Male,2014,91.0,42.6,35.8
24298,1st_category_group,Wholesale and retail trade,Netherlands,Male,2015,91.0,44.9,37.9
24299,1st_category_group,Wholesale and retail trade,Netherlands,Male,2016,90.3,46.6,39.8
24300,1st_category_group,Wholesale and retail trade,Netherlands,Male,2017,88.9,48.5,40.7
24301,1st_category_group,Wholesale and retail trade,Netherlands,Male,2018,89.9,49.7,42.5
24302,1st_category_group,Wholesale and retail trade,Netherlands,Male,2019,89.1,51.2,43.7
24303,1st_category_group,Wholesale and retail trade,Netherlands,Male,2020,88.4,54.6,46.0
24308,1st_category_group,Wholesale and retail trade,Netherlands,Female,2011,51.4,22.1,17.1
24309,1st_category_group,Wholesale and retail trade,Netherlands,Female,2012,50.0,21.2,16.1
24310,1st_category_group,Wholesale and retail trade,Netherlands,Female,2013,48.4,20.8,15.6
24311,1st_category_group,Wholesale and retail trade,Netherlands,Female,2014,48.0,22.4,16.8
24312,1st_category_group,Wholesale and retail trade,Netherlands,Female,2015,48.2,23.8,17.9
24313,1st_category_group,Wholesale and retail trade,Netherlands,Female,2016,47.3,25.3,18.9
24314,1st_category_group,Wholesale and retail trade,Netherlands,Female,2017,46.7,26.5,19.8
24315,1st_category_group,Wholesale and retail trade,Netherlands,Female,2018,45.9,27.7,20.8
24316,1st_category_group,Wholesale and retail trade,Netherlands,Female,2019,44.8,29.0,21.9
24317,1st_category_group,Wholesale and retail trade,Netherlands,Female,2020,43.8,32.8,24.7
24336,1st_category_group,Wholesale and retail trade,Western,Male,2011,7.3,37.7,28.4
24337,1st_category_group,Wholesale and retail trade,Western,Male,2012,7.3,36.3,26.1
24338,1st_category_group,Wholesale and retail trade,Western,Male,2013,7.3,35.4,25.4
24339,1st_category_group,Wholesale and retail trade,Western,Male,2014,7.3,36.8,26.8
24340,1st_category_group,Wholesale and retail trade,Western,Male,2015,7.4,38.5,28.0
24341,1st_category_group,Wholesale and retail trade,Western,Male,2016,7.4,39.6,30.0
24342,1st_category_group,Wholesale and retail trade,Western,Male,2017,7.4,41.0,30.7
24343,1st_category_group,Wholesale and retail trade,Western,Male,2018,7.6,42.2,32.3
24344,1st_category_group,Wholesale and retail trade,Western,Male,2019,7.7,43.1,33.4
24345,1st_category_group,Wholesale and retail trade,Western,Male,2020,7.7,45.0,34.8
24350,1st_category_group,Wholesale and retail trade,Western,Female,2011,5.0,21.2,14.8
24351,1st_category_group,Wholesale and retail trade,Western,Female,2012,4.9,20.0,13.8
24352,1st_category_group,Wholesale and retail trade,Western,Female,2013,4.8,19.6,13.4
24353,1st_category_group,Wholesale and retail trade,Western,Female,2014,4.9,20.9,13.6
24354,1st_category_group,Wholesale and retail trade,Western,Female,2015,5.0,23.1,14.9
24355,1st_category_group,Wholesale and retail trade,Western,Female,2016,5.1,23.2,15.0
24356,1st_category_group,Wholesale and retail trade,Western,Female,2017,5.1,24.0,15.6
24357,1st_category_group,Wholesale and retail trade,Western,Female,2018,5.0,25.8,17.4
24358,1st_category_group,Wholesale and retail trade,Western,Female,2019,5.1,26.6,18.0
24359,1st_category_group,Wholesale and retail trade,Western,Female,2020,4.9,29.6,20.9
24378,1st_category_group,Wholesale and retail trade,Non-western,Male,2011,10.3,23.2,16.0
24379,1st_category_group,Wholesale and retail trade,Non-western,Male,2012,10.9,21.1,15.2
24380,1st_category_group,Wholesale and retail trade,Non-western,Male,2013,11.3,20.8,15.1
24381,1st_category_group,Wholesale and retail trade,Non-western,Male,2014,11.6,22.9,16.6
24382,1st_category_group,Wholesale and retail trade,Non-western,Male,2015,12.1,25.1,17.7
24383,1st_category_group,Wholesale and retail trade,Non-western,Male,2016,12.6,27.2,19.4
24384,1st_category_group,Wholesale and retail trade,Non-western,Male,2017,13.0,28.3,20.3
24385,1st_category_group,Wholesale and retail trade,Non-western,Male,2018,13.4,30.8,22.1
24386,1st_category_group,Wholesale and retail trade,Non-western,Male,2019,14.1,33.3,23.2
24387,1st_category_group,Wholesale and retail trade,Non-western,Male,2020,14.8,38.6,26.4
24392,1st_category_group,Wholesale and retail trade,Non-western,Female,2011,3.6,15.4,9.5
24393,1st_category_group,Wholesale and retail trade,Non-western,Female,2012,3.7,13.9,9.2
24394,1st_category_group,Wholesale and retail trade,Non-western,Female,2013,3.8,14.5,9.4
24395,1st_category_group,Wholesale and retail trade,Non-western,Female,2014,3.9,15.7,10.2
24396,1st_category_group,Wholesale and retail trade,Non-western,Female,2015,4.2,16.5,10.2
24397,1st_category_group,Wholesale and retail trade,Non-western,Female,2016,4.3,17.6,10.9
24398,1st_category_group,Wholesale and retail trade,Non-western,Female,2017,4.4,19.2,12.0
24399,1st_category_group,Wholesale and retail trade,Non-western,Female,2018,4.6,21.2,13.5
24400,1st_category_group,Wholesale and retail trade,Non-western,Female,2019,4.8,21.9,14.3
24401,1st_category_group,Wholesale and retail trade,Non-western,Female,2020,5.0,26.5,16.3
25890,1st_category_group,Transportation and storage,Netherlands,Male,2011,18.8,44.2,37.8
25891,1st_category_group,Transportation and storage,Netherlands,Male,2012,19.1,43.2,36.8
25892,1st_category_group,Transportation and storage,Netherlands,Male,2013,18.9,45.6,38.5
25893,1st_category_group,Transportation and storage,Netherlands,Male,2014,19.0,48.7,40.9
25894,1st_category_group,Transportation and storage,Netherlands,Male,2015,18.7,50.4,43.7
25895,1st_category_group,Transportation and storage,Netherlands,Male,2016,18.8,50.8,44.1
25896,1st_category_group,Transportation and storage,Netherlands,Male,2017,18.6,53.0,45.2
25897,1st_category_group,Transportation and storage,Netherlands,Male,2018,18.8,54.6,46.5
25898,1st_category_group,Transportation and storage,Netherlands,Male,2019,18.9,53.8,46.2
25899,1st_category_group,Transportation and storage,Netherlands,Male,2020,18.3,45.3,37.7
25904,1st_category_group,Transportation and storage,Netherlands,Female,2011,6.8,24.1,19.1
25905,1st_category_group,Transportation and storage,Netherlands,Female,2012,6.6,22.2,18.1
25906,1st_category_group,Transportation and storage,Netherlands,Female,2013,6.0,24.7,19.8
25907,1st_category_group,Transportation and storage,Netherlands,Female,2014,6.0,27.4,21.4
25908,1st_category_group,Transportation and storage,Netherlands,Female,2015,5.9,30.8,23.6
25909,1st_category_group,Transportation and storage,Netherlands,Female,2016,5.9,31.6,24.0
25910,1st_category_group,Transportation and storage,Netherlands,Female,2017,5.9,33.2,24.7
25911,1st_category_group,Transportation and storage,Netherlands,Female,2018,5.3,38.5,28.3
25912,1st_category_group,Transportation and storage,Netherlands,Female,2019,5.1,36.5,27.7
25913,1st_category_group,Transportation and storage,Netherlands,Female,2020,4.9,30.4,24.0
25932,1st_category_group,Transportation and storage,Western,Male,2011,1.7,39.1,30.4
25933,1st_category_group,Transportation and storage,Western,Male,2012,1.8,36.6,28.7
25934,1st_category_group,Transportation and storage,Western,Male,2013,1.8,40.2,29.1
25935,1st_category_group,Transportation and storage,Western,Male,2014,1.8,42.1,31.3
25936,1st_category_group,Transportation and storage,Western,Male,2015,1.8,43.8,32.4
25937,1st_category_group,Transportation and storage,Western,Male,2016,1.9,42.9,32.2
25938,1st_category_group,Transportation and storage,Western,Male,2017,2.0,43.0,32.6
25939,1st_category_group,Transportation and storage,Western,Male,2018,2.1,43.9,32.9
25940,1st_category_group,Transportation and storage,Western,Male,2019,2.3,40.8,32.2
25946,1st_category_group,Transportation and storage,Western,Female,2011,0.6,24.1,18.0
25947,1st_category_group,Transportation and storage,Western,Female,2012,0.6,24.4,19.8
25948,1st_category_group,Transportation and storage,Western,Female,2013,0.6,26.7,21.4
25949,1st_category_group,Transportation and storage,Western,Female,2014,0.6,28.3,21.5
25950,1st_category_group,Transportation and storage,Western,Female,2015,0.6,32.0,22.7
25951,1st_category_group,Transportation and storage,Western,Female,2016,0.6,30.3,21.8
25952,1st_category_group,Transportation and storage,Western,Female,2017,0.6,28.8,21.4
25953,1st_category_group,Transportation and storage,Western,Female,2018,0.6,35.0,24.1
25954,1st_category_group,Transportation and storage,Western,Female,2019,0.6,33.4,24.6
25974,1st_category_group,Transportation and storage,Non-western,Male,2011,4.5,23.0,20.8
25975,1st_category_group,Transportation and storage,Non-western,Male,2012,5.2,24.1,21.4
25976,1st_category_group,Transportation and storage,Non-western,Male,2013,5.8,24.1,21.6
25977,1st_category_group,Transportation and storage,Non-western,Male,2014,6.4,25.4,23.2
25978,1st_category_group,Transportation and storage,Non-western,Male,2015,6.9,27.4,24.3
25979,1st_category_group,Transportation and storage,Non-western,Male,2016,7.7,26.5,23.6
25980,1st_category_group,Transportation and storage,Non-western,Male,2017,8.7,27.0,23.8
25981,1st_category_group,Transportation and storage,Non-western,Male,2018,9.7,28.1,24.7
25982,1st_category_group,Transportation and storage,Non-western,Male,2019,11.2,27.6,24.3
25983,1st_category_group,Transportation and storage,Non-western,Male,2020,10.6,25.5,21.2
25988,1st_category_group,Transportation and storage,Non-western,Female,2011,0.3,17.7,13.2
25989,1st_category_group,Transportation and storage,Non-western,Female,2012,0.4,17.4,14.2
25990,1st_category_group,Transportation and storage,Non-western,Female,2013,0.4,18.0,13.9
25991,1st_category_group,Transportation and storage,Non-western,Female,2014,0.4,19.1,14.1
25992,1st_category_group,Transportation and storage,Non-western,Female,2015,0.5,20.3,14.2
25993,1st_category_group,Transportation and storage,Non-western,Female,2016,0.5,22.4,15.4
25994,1st_category_group,Transportation and storage,Non-western,Female,2017,0.6,24.3,16.7
25995,1st_category_group,Transportation and storage,Non-western,Female,2018,0.6,26.5,18.3
25996,1st_category_group,Transportation and storage,Non-western,Female,2019,0.7,25.4,19.8
27486,1st_category_group,Accommodation and food serving,Netherlands,Male,2011,18.3,35.8,29.9
27487,1st_category_group,Accommodation and food serving,Netherlands,Male,2012,18.3,33.8,28.5
27488,1st_category_group,Accommodation and food serving,Netherlands,Male,2013,18.2,33.6,27.9
27489,1st_category_group,Accommodation and food serving,Netherlands,Male,2014,18.3,36.6,30.4
27490,1st_category_group,Accommodation and food serving,Netherlands,Male,2015,18.5,38.8,31.7
